id_fonction; catalytic activity; keywords_biological_process; keywords_molecular_function; keywords_cellular_component
FU8070; None; None; None; None
FU8071; None; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; Membrane
FU8072; None; None; None; None
FU8073; None; None; Kinase, Transferase; None
FU8074; None; None; None; None
FU8075; None; None; Methyltransferase, Transferase; None
FU8076; None; None; None; None
FU8077; None; Auxin signaling pathway, Transcription, Transcription regulation; Repressor; Nucleus
FU8078; None; None; None; None
FU8079; None; None; None; None
FU8080; None; None; None; Membrane
FU8081; None; None; None; Membrane
FU8082; None; None; Motor protein; Microtubule
FU8083; None; None; None; Membrane
FU8084; None; None; None; None
FU8085; None; None; None; None
FU8086; None; None; None; None
FU8087; None; None; None; None
FU8088; None; None; None; None
FU8089; None; None; None; Membrane
FU8090; None; None; None; None
FU8091; Thiol-dependent hydrolysis of ester, thioester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).; Ubl conjugation pathway; Hydrolase, Protease, Thiol protease; None
FU8092; None; None; None; Membrane
FU8093; None; None; None; None
FU8094; None; None; None; None
FU8095; None; None; None; None
FU8096; None; None; None; None
FU8097; None; None; None; None
FU8098; None; None; None; Membrane
FU8099; None; None; None; None
FU8100; None; None; None; None
FU8101; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU8102; None; Antiport, Ion transport, Sodium transport, Transport; None; Membrane
FU8103; None; None; None; None
FU8104; None; None; None; None
FU8105; None; None; None; None
FU8106; None; None; Monooxygenase, Oxidoreductase; Membrane
FU8107; None; None; None; None
FU8108; ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).; Hydrogen ion transport, Ion transport, Transport; Hydrolase; Membrane
FU8109; None; None; None; None
FU8110; None; None; None; Membrane
FU8111; None; Cell wall biogenesis/degradation; Glycosyltransferase, Transferase; Golgi apparatus
FU8112; None; None; None; None
FU8113; None; None; Glycosidase, Hydrolase; None
FU8114; None; None; None; None
FU8115; None; None; None; None
FU8116; None; None; None; None
FU8117; None; None; None; Membrane
FU8118; None; None; Kinase, Transferase; None
FU8119; None; None; None; None
FU8120; None; None; None; None
FU8121; None; None; None; None
FU8122; None; None; None; None
FU8123; None; None; None; None
FU8124; None; None; None; None
FU8125; None; None; None; None
FU8126; None; None; Glycosidase, Hydrolase; None
FU8127; 2 phenolic donor + H(2)O(2) = 2 phenoxyl radical of the donor + 2 H(2)O.; Hydrogen peroxide; Oxidoreductase, Peroxidase; Secreted
FU8128; None; None; None; None
FU8129; None; None; None; None
FU8130; None; None; None; None
FU8131; None; Transport; None; Membrane
FU8132; None; None; Acyltransferase, Transferase; None
FU8133; None; None; Receptor; Membrane
FU8134; None; None; None; None
FU8135; None; None; None; None
FU8136; None; None; Oxidoreductase; None
FU8137; None; None; None; None
FU8138; None; None; None; Membrane
FU8139; None; None; None; None
FU8140; None; None; None; None
FU8141; None; None; None; None
FU8142; None; Protein biosynthesis; Initiation factor; None
FU8143; None; None; None; None
FU8144; None; None; None; None
FU8145; None; None; None; None
FU8146; 2 phenolic donor + H(2)O(2) = 2 phenoxyl radical of the donor + 2 H(2)O.; Hydrogen peroxide; Oxidoreductase, Peroxidase; Secreted
FU8147; None; None; None; None
FU8148; None; None; None; None
FU8149; None; None; None; None
FU8150; None; None; None; None
FU8151; None; None; None; None
FU8152; None; None; None; None
FU8153; None; Ubl conjugation pathway; Ligase; None
FU8154; 2 R'C(R)SH + O(2) = R'C(R)S-S(R)CR' + H(2)O(2).; None; Oxidoreductase; None
FU8155; None; None; None; None
FU8156; None; None; None; None
FU8157; None; Transport; None; Membrane
FU8158; None; None; None; None
FU8159; None; None; None; None
FU8160; None; None; None; None
FU8161; None; None; None; None
FU8162; None; None; None; None
FU8163; None; None; None; None
FU8164; None; None; None; None
FU8165; None; None; None; None
FU8166; None; None; None; None
FU8167; None; None; None; None
FU8168; None; None; None; Membrane
FU8169; None; None; Transferase; None
FU8170; None; None; None; None
FU8171; None; None; None; None
FU8172; None; None; None; None
FU8173; None; None; None; None
FU8174; None; None; None; None
FU8175; None; None; None; None
FU8176; None; Ubl conjugation pathway; Ligase; None
FU8177; None; Cell wall biogenesis/degradation; Glycosyltransferase, Transferase; Golgi apparatus, Membrane
FU8178; None; None; None; None
FU8179; None; None; None; None
FU8180; None; None; None; Membrane
FU8181; None; None; None; None
FU8182; None; None; None; None
FU8183; None; None; None; None
FU8184; None; None; None; None
FU8185; None; None; None; None
FU8186; None; None; Glycosyltransferase, Transferase; None
FU8187; None; None; None; None
FU8188; None; None; None; None
FU8189; None; None; None; None
FU8190; None; None; None; None
FU8191; None; None; Ribonucleoprotein, Ribosomal protein; None
FU8192; None; None; None; None
FU8193; None; None; None; None
FU8194; None; None; None; None
FU8195; None; None; None; None
FU8196; None; None; Hydrolase; None
FU8197; None; None; None; Membrane
FU8198; None; None; None; None
FU8199; None; None; None; Membrane
FU8200; None; None; None; None
FU8201; None; None; None; None
FU8202; None; None; None; None
FU8203; None; None; None; None
FU8204; None; None; Transferase; None
FU8205; None; None; None; None
FU8206; None; None; Kinase, Transferase; None
FU8207; None; None; None; Membrane
FU8208; None; None; None; None
FU8209; None; None; None; None
FU8210; None; None; None; None
FU8211; None; None; None; Membrane
FU8212; None; None; None; Nucleus
FU8213; None; None; None; None
FU8214; None; None; None; Membrane
FU8215; None; None; None; None
FU8216; None; None; None; None
FU8217; None; None; None; None
FU8218; None; None; None; Nucleus
FU8219; None; None; None; Membrane
FU8220; None; None; None; None
FU8221; None; None; None; Membrane
FU8222; None; None; None; None
FU8223; None; None; None; None
FU8224; None; None; Oxidoreductase; None
FU8225; None; None; None; None
FU8226; None; None; None; None
FU8227; None; None; None; None
FU8228; None; None; None; None
FU8229; None; None; None; None
FU8230; None; None; None; None
FU8231; None; None; None; None
FU8232; None; Protein biosynthesis; Aminoacyl-tRNA synthetase, Ligase; None
FU8233; None; None; None; None
FU8234; None; Transcription, Transcription regulation; None; Nucleus
FU8235; None; None; None; None
FU8236; None; None; None; None
FU8237; None; None; None; None
FU8238; None; None; None; None
FU8239; None; None; None; None
FU8240; None; Transcription, Transcription regulation; None; None
FU8241; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU8242; None; None; None; Membrane
FU8243; None; None; None; None
FU8244; None; None; None; None
FU8245; None; None; None; None
FU8246; None; None; Hydrolase; None
FU8247; None; None; None; None
FU8248; None; None; None; None
FU8249; None; None; None; None
FU8250; Thiol-dependent hydrolysis of ester, thioester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).; Ubl conjugation pathway; Hydrolase, Protease, Thiol protease; None
FU8251; None; None; None; None
FU8252; None; None; None; None
FU8253; None; None; None; None
FU8254; None; Electron transport, Transport; None; Membrane
FU8255; None; None; None; None
FU8256; None; None; None; None
FU8257; None; None; None; None
FU8258; None; None; None; None
FU8259; None; None; None; Membrane
FU8260; None; None; None; None
FU8261; None; None; None; None
FU8262; None; None; None; None
FU8263; None; None; None; None
FU8264; None; None; None; None
FU8265; None; None; None; None
FU8266; None; None; Kinase, Transferase; None
FU8267; None; None; Transferase; None
FU8268; None; None; None; Membrane
FU8269; None; None; None; None
FU8270; None; None; None; None
FU8271; Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.; None; Hydrolase, Protein phosphatase; None
FU8272; None; None; None; None
FU8273; None; None; Glycosidase, Hydrolase; None
FU8274; None; None; None; None
FU8275; None; None; None; Membrane
FU8276; None; None; None; None
FU8277; None; None; None; None
FU8278; None; Transport; None; Membrane
FU8279; None; None; None; None
FU8280; None; None; None; None
FU8281; None; None; None; None
FU8282; None; None; Isomerase; None
FU8283; None; None; None; None
FU8284; None; None; None; None
FU8285; None; None; None; None
FU8286; None; None; None; None
FU8287; None; None; None; Membrane
FU8288; None; None; None; None
FU8289; None; None; None; None
FU8290; None; None; None; None
FU8291; None; None; None; None
FU8292; None; None; None; Membrane
FU8293; None; None; None; Membrane
FU8294; None; None; None; None
FU8295; None; None; None; None
FU8296; None; None; None; Membrane
FU8297; None; None; None; None
FU8298; Hydrolysis of terminal non-reducing N-acetyl-D-hexosamine residues in N-acetyl-beta-D-hexosaminides.; None; Glycosidase, Hydrolase; None
FU8299; None; None; None; None
FU8300; None; None; None; None
FU8301; None; None; None; None
FU8302; NADH + ubiquinone + 5 H(+)(In) = NAD(+) + ubiquinol + 4 H(+)(Out).; None; Oxidoreductase; Membrane, Mitochondrion
FU8303; None; None; None; None
FU8304; None; None; None; None
FU8305; None; None; None; None
FU8306; None; None; None; None
FU8307; None; None; None; Membrane
FU8308; None; None; None; None
FU8309; None; None; Hydrolase; None
FU8310; None; None; None; None
FU8311; None; None; Lyase; None
FU8312; None; None; None; None
FU8313; None; None; None; None
FU8314; None; None; None; None
FU8315; None; None; None; None
FU8316; None; None; None; None
FU8317; None; None; None; None
FU8318; None; None; None; None
FU8319; None; None; None; Membrane
FU8320; None; None; None; None
FU8321; None; None; Ribonucleoprotein, Ribosomal protein; None
FU8322; None; None; None; None
FU8323; None; Transcription, Transcription regulation; None; Nucleus
FU8324; None; None; None; None
FU8325; None; None; None; None
FU8326; None; None; None; None
FU8327; None; None; None; None
FU8328; None; None; None; None
FU8329; None; None; None; None
FU8330; None; None; None; None
FU8331; None; None; None; None
FU8332; None; None; None; None
FU8333; None; None; None; None
FU8334; None; None; None; Chromosome, Nucleosome core, Nucleus
FU8335; None; None; None; None
FU8336; None; None; None; None
FU8337; None; None; None; None
FU8338; None; None; None; None
FU8339; None; None; None; None
FU8340; None; None; None; None
FU8341; None; None; None; None
FU8342; None; None; None; None
FU8343; None; None; None; None
FU8344; None; None; None; None
FU8345; None; None; None; None
FU8346; None; None; None; None
FU8347; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU8348; None; Transcription, Transcription regulation; None; Nucleus
FU8349; None; None; None; None
FU8350; None; None; None; None
FU8351; None; None; None; Membrane
FU8352; None; None; None; Membrane
FU8353; Hydrolysis of proteins to small peptides in the presence of ATP and magnesium. Alpha-casein is the usual test substrate. In the absence of ATP, only oligopeptides shorter than five residues are hydrolyzed (such as succinyl-Leu-Tyr-|-NHMec; and Leu-Tyr-Leu-|-Tyr-Trp, in which cleavage of the -Tyr-|-Leu- and -Tyr-|-Trp bonds also occurs).; None; Hydrolase, Protease, Serine protease; None
FU8354; None; None; Transferase; None
FU8355; None; None; None; None
FU8356; None; None; None; None
FU8357; None; None; None; None
FU8358; None; None; None; None
FU8359; None; None; None; None
FU8360; None; None; None; None
FU8361; None; None; Hydrolase; None
FU8362; None; None; None; None
FU8363; None; None; None; Membrane
FU8364; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU8365; None; Cell wall biogenesis/degradation; Glycosidase, Hydrolase; Secreted
FU8366; None; None; None; None
FU8367; None; None; None; None
FU8368; None; None; None; None
FU8369; None; None; None; None
FU8370; None; None; None; None
FU8371; None; None; None; None
FU8372; None; None; None; None
FU8373; None; None; None; None
FU8374; ATP + a protein = ADP + a phosphoprotein.; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; Membrane
FU8375; None; None; None; None
FU8376; None; None; None; None
FU8377; None; None; None; None
FU8378; None; None; None; None
FU8379; None; None; None; Membrane
FU8380; None; None; None; Membrane
FU8381; None; None; None; None
FU8382; None; None; None; None
FU8383; None; None; None; None
FU8384; Cleavage of peptide bonds with very broad specificity.; None; Hydrolase, Protease, Threonine protease; Cytoplasm, Nucleus, Proteasome
FU8385; None; None; None; None
FU8386; None; None; None; None
FU8387; None; None; None; None
FU8388; None; None; None; None
FU8389; None; None; None; None
FU8390; None; None; None; Membrane
FU8391; None; None; None; None
FU8392; None; None; None; None
FU8393; None; None; None; Membrane
FU8394; None; Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism; None; Membrane
FU8395; None; None; None; None
FU8396; None; Antiport, Ion transport, Sodium transport, Transport; None; Membrane
FU8397; None; None; None; Membrane
FU8398; None; None; None; None
FU8399; (S)-lactate + NAD(+) = pyruvate + NADH.; None; Oxidoreductase; None
FU8400; None; None; None; None
FU8401; None; None; None; Membrane
FU8402; None; None; None; None
FU8403; None; None; None; None
FU8404; None; None; None; None
FU8405; None; None; Hydrolase; None
